abaisser	VER	3
abandon	NOM	3
abandonner	VER	3
abasourdir	VER	3
abattage	NOM	3
abattoir	NOM	3
abattre	VER	3
abbaye	NOM	2
abbé	NOM	2
abeille	NOM	1
aberration	NOM	3
aboiement	NOM	3
abolir	VER	3
abolition	NOM	3
abomination	NOM	3
abondamment	ADV	3
abondance	NOM	3
abondant	ADJ	3
abonder	VER	2
abonnement	NOM	2
abonner	VER	2
abonné	NOM	2
abord	NOM	1
abordable	ADJ	2
aborder	VER	2
aborigène	ADJ	3
aboutir	VER	3
aboyer	VER	2
abreuver	VER	2
abri	NOM	1
abricot	NOM	1
abriter	VER	2
abroger	VER	2
abruti	NOM	3
abrutir	VER	3
abréger	VER	3
absence	NOM	1
absent	ADJ	1
absent	NOM	2
absenter	VER	3
absentéisme	NOM	3
absolu	ADJ	3
absolu	NOM	3
absolument	ADV	3
absorber	VER	3
absorption	NOM	2
absoudre	VER	3
abstenir	VER	3
abstention	NOM	3
abstraire	VER	3
absurde	ADJ	3
absurde	NOM	3
abus	NOM	3
abuser	VER	3
abusif	ADJ	3
abyme	NOM	3
abyssal	ADJ	4
abîme	NOM	3
abîmer	VER	3
académicien	NOM	3
académicien	ADJ	3
académie	NOM	2
académique	ADJ	3
académisme	NOM	3
accablant	ADJ	3
accabler	VER	3
accaparer	VER	3
accent	NOM	3
accentuer	VER	3
acceptable	ADJ	2
acceptation	NOM	2
accepter	VER	2
acception	NOM	2
accessible	ADJ	1
accession	NOM	2
accessoire	NOM	2
accident	NOM	2
accidentel	ADJ	2
accidenter	VER	3
acclamation	NOM	3
acclamer	VER	3
acclimater	VER	3
accolade	NOM	2
accoler	VER	3
accommoder	VER	2
accompagnement	NOM	2
accompagner	VER	2
accomplir	VER	2
accomplissement	NOM	3
accord	NOM	2
accorder	VER	3
accordéon	NOM	2
accoter	VER	2
accouchement	NOM	3
accoucher	VER	3
accouder	VER	3
accourir	VER	2
accroc	NOM	3
accrochage	NOM	3
accroche	NOM	2
accrocher	VER	2
accroire	VER	2
accroissement	NOM	2
accroître	VER	2
accrue	NOM	2
accréditer	VER	3
accueil	NOM	1
accueillant	ADJ	1
accueillir	VER	2
accumulation	NOM	3
accumuler	VER	2
accusateur	NOM	2
accusation	NOM	3
accuser	VER	3
accusé	NOM	2
accès	NOM	1
accéder	VER	2
accélérateur	NOM	3
accélération	NOM	3
accélérer	VER	2
accéléré	NOM	3
acerbe	ADJ	3
acharnement	NOM	3
acharner	VER	3
achat	NOM	1
acheminement	NOM	3
acheminer	VER	3
acheter	VER	1
acheteur	ADJ	2
acheteur	NOM	2
achever	VER	2
achoppement	NOM	3
acide	NOM	3
acier	NOM	1
acompte	NOM	2
acoustique	NOM	3
acquisition	NOM	2
acquitter	VER	3
acquéreur	NOM	2
acquérir	VER	3
acrobatie	NOM	3
acrobatique	ADJ	3
acte	NOM	2
acteur	NOM	2
actif	NOM	2
actif	ADJ	1
action	NOM	2
actionnaire	NOM	3
actionner	VER	2
activement	ADV	2
activer	VER	2
activité	NOM	2
actualiser	VER	3
actualité	NOM	2
actuel	ADJ	2
actuellement	ADV	2
ad	ADV	1
adage	NOM	3
adaptable	ADJ	2.5
adaptation	NOM	3
adapter	VER	3
additif	NOM	2
addition	NOM	2
adduction	NOM	3
adepte	NOM	2
adhérent	NOM	2
adhérent	ADJ	2
adhérer	VER	3
adhésif	ADJ	2
adhésion	NOM	3
adieu	NOM	2
adjoindre	VER	3
adjoint	NOM	2
adjudant	NOM	3
adjuger	VER	3
adjurer	VER	3
adjuvant	NOM	2
admettre	VER	2
administrateur	NOM	3
administratif	ADJ	3
administration	NOM	3
administrer	VER	3
admirable	ADJ	3
admirablement	ADV	3
admirateur	NOM	3
admiratif	ADJ	3
admiration	NOM	3
admirer	VER	3
admission	NOM	2
ado	NOM	2
adolescence	NOM	3
adolescent	NOM	2
adolescent	ADJ	2
adonner	VER	3
adopter	VER	2
adoptif	ADJ	3
adoption	NOM	2
adorable	ADJ	1
adorateur	NOM	2
adoration	NOM	3
adorer	VER	2
adosser	VER	3
adoubement	NOM	3
adoucir	VER	2
adresse	NOM	2
adresser	VER	3
adroit	ADJ	3
adroitement	ADV	3
aduler	VER	3
adulte	ADJ	3
adulte	NOM	3
adultère	ADJ	3
adultérer	VER	3
advenir	VER	2
adversaire	NOM	3
adversité	NOM	3
adéquat	ADJ	2
affadissement	NOM	3
affaiblir	VER	3
affaire	NOM	2
affairer	VER	3
affaler	VER	3
affamer	VER	3
affamé	ADJ	3
affectation	NOM	3
affecter	VER	3
affectif	ADJ	3
affection	NOM	2
affectionner	VER	3
affectivement	ADV	3
affectivité	NOM	3
affectueusement	ADV	3
affectueux	ADJ	3
affichage	NOM	3
affiche	NOM	2
afficher	VER	3
affilier	VER	2
affilée	ADV	3
affiner	VER	3
affinité	NOM	3
affirmatif	ADJ	2
affirmation	NOM	2
affirmative	NOM	1
affirmer	VER	2
affleurer	VER	3
affligeant	ADJ	3
affliger	VER	3
affluence	NOM	3
affluent	NOM	3
afflux	NOM	3
affolant	ADJ	3
affolement	NOM	3
affoler	VER	3
affranchi	ADJ	3
affranchir	VER	3
affreusement	ADV	3
affreux	ADJ	3
affront	NOM	3
affrontement	NOM	3
affronter	VER	3
affubler	VER	3
affût	NOM	3
aficionado	NOM	3
africain	ADJ	3
africain	NOM	3
agacement	NOM	3
agacer	VER	3
agaçant	ADJ	3
agence	NOM	2
agenda	NOM	1
agent	NOM	2
aggiornamento	NOM	3
agglomération	NOM	3
agglutiner	VER	3
aggravation	NOM	3
aggrave	NOM	3
aggraver	VER	3
agile	ADJ	2
agilité	NOM	3
agio	NOM	1
agir	VER	2
agitation	NOM	3
agiter	VER	2
agneau	NOM	1
agoniser	VER	3
agora	NOM	2
agoraphobie	NOM	3
agrandir	VER	3
agrandissement	NOM	3
agresser	VER	3
agresseur	NOM	3
agressif	ADJ	3
agression	NOM	3
agressivité	NOM	3
agricole	ADJ	2
agriculteur	NOM	2
agriculture	NOM	2
agripper	VER	3
agroalimentaire	ADJ	3
agronome	NOM	2
agronomie	NOM	3
agronomique	ADJ	3
agréable	ADJ	1
agréablement	ADV	2
agréer	VER	2
agrégat	NOM	2
agrégation	NOM	3
agréger	VER	2
agrément	NOM	2
agrémenter	VER	2
aguet	NOM	2
aguicheur	ADJ	3
aicher	VER	2
aidant	NOM	2
aide	NOM	1
aider	VER	1
aigle	NOM	3
aigre	ADJ	2
aigrelet	ADJ	3
aigrement	ADV	3
aigreur	NOM	2
aigu	ADJ	2
aiguille	NOM	3
aiguiller	VER	3
aiguiser	VER	3
aiguë	ADJ	3
ail	NOM	1
aile	NOM	1
ailer	VER	2
ailler	VER	2
ailleurs	ADV	2
ailleurs	NOM	2
aimable	ADJ	2
aimablement	ADV	3
aimant	NOM	2
aimer	VER	1
ainsi	ADV	1
air	NOM	1
airbus	NOM	2
aire	NOM	1
aisance	NOM	2
aise	NOM	1
aisé	ADJ	1
aisément	ADV	1
ajourner	VER	3
ajout	NOM	1
ajoute	NOM	2
ajouter	VER	2
alambic	NOM	2
alanguir	VER	3
alarmant	ADJ	3
alarme	NOM	2
alarmer	VER	3
alarmiste	ADJ	3
albigeois	ADJ	3
albinos	NOM	3
album	NOM	1
albâtre	NOM	2
alcool	NOM	2
alcoolique	ADJ	3
alcoolique	NOM	3
alcooliser	VER	3
alcoolisme	NOM	3
alcoolémie	NOM	3
alcootest	NOM	3
aldéhyde	NOM	3
alentour	NOM	2
alerte	NOM	2
alerte	ADJ	2
alerter	VER	3
alexandra	NOM	2
algérien	ADJ	3
alibi	NOM	2
alignement	NOM	2
aligner	VER	2
aliment	NOM	1
alimentaire	ADJ	2
alimentation	NOM	2
alimenter	VER	2
alinéa	NOM	2
aliénant	ADJ	3
aliénation	NOM	3
aliéner	VER	3
allaitement	NOM	3
allant	NOM	2
allemand	ADJ	3
allemand	NOM	3
aller	NOM	1
aller	VER	1
allergie	NOM	3
allergique	ADJ	3
alliance	NOM	1
allier	VER	2
allocataire	NOM	3
allocation	NOM	3
allogène	ADJ	3
allongement	NOM	3
allonger	VER	2
allongé	ADJ	3
allouer	VER	2
allumage	NOM	3
allume	NOM	1
allumer	VER	2
allumette	NOM	2
allure	NOM	2
allusif	ADJ	3
allusion	NOM	3
allègre	ADJ	2
allécher	VER	3
allée	NOM	1
alléger	VER	2
allégorie	NOM	3
allégresse	NOM	2
alors	ADV	1
alpage	NOM	3
alphabet	NOM	2
alphabétique	ADJ	2
alphabétisation	NOM	3
alpin	ADJ	3
alpiniste	NOM	3
alsacien	ADJ	3
alternance	NOM	3
alternatif	ADJ	2
alternative	NOM	3
alterner	VER	3
altesse	NOM	3
altier	ADJ	3
altitude	NOM	3
altération	NOM	3
altérer	VER	3
altérité	NOM	3
aléa	NOM	2
aléatoire	ADJ	3
amadouer	VER	3
amaigrir	VER	3
amande	NOM	1
amant	NOM	2
amateur	NOM	2
amateurisme	NOM	3
amazonien	ADJ	3
ambassade	NOM	3
ambassadeur	NOM	3
ambiance	NOM	2
ambiant	ADJ	2
ambigu	ADJ	2
ambiguïté	NOM	3
ambitieux	ADJ	3
ambitieux	NOM	3
ambition	NOM	2
ambivalence	NOM	3
ambivalent	ADJ	3
ambre	NOM	2
ambrer	VER	2
ambulance	NOM	2
ambulancier	ADJ	2
ambulancier	NOM	2
ambulant	ADJ	2
amende	NOM	2
amener	VER	2
amer	ADJ	1
amertume	NOM	3
ameublement	NOM	3
ami	ADJ	1
ami	NOM	1
amiable	ADJ	1
amical	ADJ	1
amicalement	ADV	2
amidon	NOM	3
amin	NOM	1
