abad	NCM	1
abadía	NCF	1
abajo	RG	1
abandonar	VM	2
abandono	NCM	2
abanicar	VM	3
abanico	NCM	1
abaratar	VM	2
abarcar	VM	2
abarrotar	VM	3
abasto	NCM	2
abastos	NCM	1
abatir	VM	2
abdicar	VM	2
abdomen	NCM	2
abdominal	AQ0	1
abducir	VM	2
abeja	NCF	2
aberrante	AQ0	2
abertura	NCF	2
abeto	NCM	1
abierto	AQ0	1
abismo	NCM	2
ablandador	NCM	3
ablandar	VM	2
abnegación	NCF	3
abocar	VM	2
abogado	NCF	2
abogado	NCM	2
abogar	VM	1
abolición	NCF	2
abolir	VM	2
abonar	VM	2
abono	NCM	2
abordar	VM	2
aborigen	NCC	2
aborrecer	VM	2
aborto	NCM	2
abrasar	VM	1
abrazar	VM	1
abrazo	NCM	1
abrebotellas	NCM	3
abreviación	NCF	2
abreviar	VM	2
abreviatura	NCF	2
abridor	NCM	1
abrigo	NCM	1
abrir	VM	1
abro	NCM	1
abrochar	VM	2
abrumar	VM	3
absentismo	NCM	3
absolutista	AQ0	3
absoluto	AQ0	1
absolver	VM	2
absorbente	AQ0	2
absorber	VM	2
absorción	NCF	1
abstemio	AQ0	2
abstención	NCF	3
abstracción	NCF	3
abstracto	AQ0	2
absurdo	AQ0	2
absurdo	NCM	2
abuela	NCF	1
abuelo	NCM	1
abuelo	NCF	2
abultar	VM	2
abundancia	NCF	2
abundante	AQ0	1
abundar	VM	2
aburrar	VM	3
aburrimiento	NCM	2
aburrir	VM	2
abusar	VM	2
abuso	NCM	2
acabado	NCM	2
acabar	VM	1
academia	NCF	2
academicismo	NCM	3
académico	AQ0	1
académico	NCM	2
acaecer	VM	2
acallar	VM	2
acampada	NCF	2
acampar	VM	2
acant	NP0	0
acantilado	NCM	2
acanto	NCM	1
acaparar	VM	3
acariciar	VM	2
acarrear	VM	3
acaso	RG	2
acceder	VM	2
accesibilidad	NCF	2
accesible	AQ0	1
acceso	NCM	2
accesorio	NCM	2
accidentado	NCM	2
accidentar	VM	3
accidente	NCM	1
accionar	VM	3
accionista	NCC	2
acción	NCF	1
ace	NCM	1
