abacus	NN	1
abandon	VB	2
abandon	NN	2
abduct	VB	2
ability	NN	1
able	JJ	1
abolish	VB	2
aboriginal	JJ	2
about	NN	1
about	RB	1
about	JJ	1
above	JJ	1
above	RB	1
abroad	RB	1
abruptly	RB	2
absence	NN	2
absent	JJ	1
absenteeism	NN	3
absolute	JJ	2
absolutely	RB	2
absorb	VB	2
abstract	JJ	2
abstract	NN	2
absurd	JJ	2
absurdly	RB	2
abundant	JJ	2
abuse	NN	2
abuse	VB	2
academia	NN	2
academic	JJ	2
academic	NN	2
academically	RB	1
accelerate	VB	2
acceleration	NN	2
accent	NN	1
accented	JJ	1
accept	VB	1
acceptable	JJ	1
acceptance	NN	2
access	VB	1
access	NN	1
accessible	JJ	1
accident	NN	1
accidental	JJ	2
accidentally	RB	2
acclaim	NN	2
acclaimed	JJ	2
acclimatise	VB	3
accommodate	VB	2
accommodation	NN	2
accompaniment	NN	2
accompany	VB	2
accomplice	NN	2
accomplish	VB	2
accomplished	JJ	2
accomplishment	NN	2
accord	VB	2
accordingly	RB	2
accordion	NN	2
account	NN	1
account	VB	1
accountable	JJ	2
accountancy	NN	3
accountant	NN	2
accounting	NN	2
accredit	VB	2
accumulate	VB	2
accuracy	NN	2
accurate	JJ	2
accurately	RB	1
accuse	VB	2
ace	NN	1
ache	VB	1
ache	NN	1
achieve	VB	2
achievement	NN	2
acid	NN	1
acidic	JJ	2
acknowledge	VB	1
acquaint	VB	1
acquire	VB	2
acre	NN	1
acrobat	NN	1
across	RB	1
act	NN	0
act	VB	0
acting	JJ	1
acting	NN	1
action	NN	1
actions	NN	1
activate	VB	2
active	JJ	1
activist	NN	2
activity	NN	1
actor	NN	1
actress	NN	1
actual	JJ	1
actually	NN	1
actually	RB	1
ad	NN	0
adapt	VB	1
add	VB	0
addict	NN	1
addict	VB	1
addictive	JJ	2
addition	NN	1
additional	JJ	2
additionally	RB	2
additive	NN	2
address	NN	1
address	VB	1
adept	JJ	2
adequate	JJ	2
adhere	VB	2
adhesive	NN	2
adjacent	JJ	2
adjective	NN	1
adjust	VB	2
administration	NN	2
administrative	JJ	2
admirable	JJ	2
admiral	NN	1
admiration	NN	2
admire	VB	1
admirer	NN	1
admiringly	RB	2
admission	NN	2
admit	VB	1
admittance	NN	3
admittedly	RB	2
adolescent	NN	2
adolescent	JJ	2
adopt	VB	2
adopter	NN	2
adoption	NN	2
adoptive	JJ	2
adore	VB	1
adult	NN	1
adulthood	NN	2
advance	NN	1
advance	VB	1
advanced	JJ	2
advancement	NN	2
advantage	NN	1
advantageous	JJ	2
advent	NN	1
adventure	NN	1
adventurer	NN	2
adventurous	JJ	2
adverb	NN	1
adversely	RB	2
adversity	NN	2
advert	NN	1
advertise	VB	2
advertisement	NN	2
advertiser	NN	2
advertising	NN	2
advertize	VB	3
advice	NN	1
advisable	JJ	2
advise	VB	1
advisor	NN	1
advocacy	NN	2
advocate	NN	2
aerobics	NN	2
aeroplane	NN	1
aesthetic	NN	2
aesthetic	JJ	2
affair	NN	2
affect	VB	2
affection	NN	2
affectionate	JJ	2
affectionately	RB	2
affiliate	VB	2
afford	VB	1
affordable	JJ	1
afraid	RB	1
afraid	VB	1
afraid	JJ	1
african	JJ	1
after	RB	1
afterlife	NN	2
afternoon	NN	1
aftershock	NN	2
afterward	RB	1
afterwards	RB	1
again	RB	1
again	NN	1
against	VB	1
age	VB	1
age	NN	1
aged	JJ	1
agency	NN	2
agenda	NN	1
agent	NN	1
aggravation	NN	2
aggression	NN	2
aggressive	JJ	2
aggressively	RB	2
agile	JJ	1
agility	NN	2
agitated	JJ	2
ago	RB	1
agrarian	JJ	2
agree	VB	1
agreeable	JJ	1
agreement	NN	1
agricultural	JJ	2
agriculture	NN	2
ah	NN	0
ahead	RB	1
ahold	RB	3
aid	NN	1
aids	NN	1
ail	VB	1
aim	NN	1
aim	VB	0
aimlessly	RB	2
air	VB	0
air	NN	0
airbag	NN	1
airbrush	VB	2
aircraft	NN	2
aircrew	NN	2
airless	JJ	2
airline	NN	1
airmail	NN	1
airplane	NN	1
airport	NN	1
airshow	NN	2
airstrip	NN	2
airtime	NN	1
airy	JJ	1
aisle	NN	1
akin	JJ	2
alarm	NN	1
alarm	VB	1
alarmed	JJ	2
alarming	JJ	2
album	NN	1
alcohol	NN	1
alert	VB	1
alert	NN	1
alert	JJ	1
alfresco	JJ	2
algebra	NN	2
algerian	JJ	2
algorithm	NN	2
alibi	NN	2
alien	NN	1
alien	JJ	1
alienate	VB	2
align	VB	1
alike	JJ	1
alike	RB	1
alive	JJ	1
alive	NN	1
all	VB	1
all	RB	1
allay	VB	2
