abaisser	VER	3
abandon	NOM	2
abandonner	VER	2
abasourdir	VER	4
abattage	NOM	3
abattoir	NOM	3
abattre	VER	3
abbaye	NOM	3
abbé	NOM	3
abeille	NOM	1
aberration	NOM	3
aboiement	NOM	4
abolir	VER	3
abolition	NOM	1
abomination	NOM	2
abondamment	ADV	4
abondance	NOM	2
abondant	ADJ	2
abonder	VER	1
abonnement	NOM	2
abonner	VER	2
abonné	NOM	2
abord	NOM	2
abordable	ADJ	2
aborder	VER	2
aborigène	ADJ	3
aboutir	VER	3
aboyer	VER	2
abreuver	VER	3
abri	NOM	1
abricot	NOM	1
abriter	VER	2
abroger	VER	3
abruti	NOM	3
abrutir	VER	3
abréger	VER	2
absence	NOM	0
absent	ADJ	1
absent	NOM	1
absenter	VER	3
absentéisme	NOM	3
absolu	ADJ	1
absolu	NOM	1
absolument	ADV	1
absorber	VER	2
absorption	NOM	1
absoudre	VER	4
abstenir	VER	3
abstention	NOM	3
abstraire	VER	4
absurde	ADJ	2
absurde	NOM	2
abus	NOM	1
abuser	VER	2
abusif	ADJ	3
abyme	NOM	4
abyssal	ADJ	4
abîme	NOM	3
abîmer	VER	2
académicien	NOM	3
académicien	ADJ	3
académie	NOM	2
académique	ADJ	3
académisme	NOM	4
accablant	ADJ	3
accabler	VER	3
accaparer	VER	3
accent	NOM	0
accentuer	VER	3
acceptable	ADJ	1
acceptation	NOM	3
accepter	VER	0
acception	NOM	3
accessible	ADJ	1
accession	NOM	2
accessoire	NOM	2
accident	NOM	0
accidentel	ADJ	2
accidenter	VER	3
acclamation	NOM	3
acclamer	VER	2
acclimater	VER	3
accolade	NOM	2
accoler	VER	3
accommoder	VER	3
accompagnement	NOM	3
accompagner	VER	2
accomplir	VER	3
accomplissement	NOM	3
accord	NOM	0
accorder	VER	2
accordéon	NOM	2
accoter	VER	3
accouchement	NOM	3
accoucher	VER	3
accouder	VER	3
accourir	VER	3
accroc	NOM	3
accrochage	NOM	3
accroche	NOM	3
accrocher	VER	2
accroire	VER	4
accroissement	NOM	3
accroître	VER	3
accrue	NOM	1
accréditer	VER	4
accueil	NOM	2
accueillant	ADJ	3
accueillir	VER	3
accumulation	NOM	1
accumuler	VER	3
accusateur	NOM	3
accusation	NOM	0
accuser	VER	1
accusé	NOM	1
accès	NOM	1
accéder	VER	3
accélérateur	NOM	4
accélération	NOM	3
accélérer	VER	2
accéléré	NOM	2
acerbe	ADJ	3
acharnement	NOM	3
acharner	VER	3
achat	NOM	1
acheminement	NOM	4
acheminer	VER	3
acheter	VER	0
acheteur	ADJ	2
acheteur	NOM	2
achever	VER	2
achoppement	NOM	4
acide	NOM	1
acier	NOM	3
acompte	NOM	4
acoustique	NOM	3
acquisition	NOM	2
acquitter	VER	3
acquéreur	NOM	3
acquérir	VER	4
acrobatie	NOM	2
acrobatique	ADJ	3
acte	NOM	1
acteur	NOM	0
actif	NOM	1
actif	ADJ	0
action	NOM	0
actionnaire	NOM	3
actionner	VER	2
activement	ADV	3
activer	VER	1
activité	NOM	1
actualiser	VER	3
actualité	NOM	2
actuel	ADJ	2
actuellement	ADV	3
ad	ADV	1
adage	NOM	3
adaptable	ADJ	2
adaptation	NOM	1
adapter	VER	2
additif	NOM	3
addition	NOM	1
adduction	NOM	4
adepte	NOM	2
adhérent	NOM	3
adhérent	ADJ	3
adhérer	VER	3
adhésif	ADJ	3
adhésion	NOM	3
adieu	NOM	1
adjoindre	VER	3
adjoint	NOM	2
adjudant	NOM	3
adjuger	VER	4
adjurer	VER	3
adjuvant	NOM	4
admettre	VER	2
administrateur	NOM	2
administratif	ADJ	3
administration	NOM	1
administrer	VER	2
admirable	ADJ	1
admirablement	ADV	3
admirateur	NOM	2
admiratif	ADJ	3
admiration	NOM	1
admirer	VER	1
admission	NOM	2
ado	NOM	1
adolescence	NOM	2
adolescent	NOM	3
adolescent	ADJ	2
adonner	VER	3
adopter	VER	1
adoptif	ADJ	3
adoption	NOM	0
adorable	ADJ	0
adorateur	NOM	2
adoration	NOM	1
adorer	VER	1
adosser	VER	4
adoubement	NOM	3
adoucir	VER	2
adresse	NOM	2
adresser	VER	1
adroit	ADJ	2
adroitement	ADV	3
aduler	VER	4
adulte	ADJ	1
adulte	NOM	1
adultère	ADJ	3
adultérer	VER	4
advenir	VER	4
adversaire	NOM	3
adversité	NOM	3
adéquat	ADJ	3
affadissement	NOM	4
affaiblir	VER	2
affaire	NOM	2
affairer	VER	2
affaler	VER	3
affamer	VER	3
affamé	ADJ	1
affectation	NOM	3
affecter	VER	2
affectif	ADJ	3
affection	NOM	1
affectionner	VER	3
affectivement	ADV	4
affectivité	NOM	4
affectueusement	ADV	2
affectueux	ADJ	3
affichage	NOM	3
affiche	NOM	1
afficher	VER	2
affilier	VER	4
affilée	ADV	4
affiner	VER	2
affinité	NOM	3
affirmatif	ADJ	3
affirmation	NOM	1
affirmative	NOM	4
affirmer	VER	2
affleurer	VER	3
affligeant	ADJ	4
affliger	VER	3
affluence	NOM	2
affluent	NOM	3
afflux	NOM	3
affolant	ADJ	3
affolement	NOM	3
affoler	VER	3
affranchi	ADJ	3
affranchir	VER	4
affreusement	ADV	3
affreux	ADJ	2
affront	NOM	1
affrontement	NOM	3
affronter	VER	3
affubler	VER	4
affût	NOM	4
aficionado	NOM	2
africain	ADJ	1
africain	NOM	1
agacement	NOM	3
agacer	VER	3
agaçant	ADJ	3
agence	NOM	1
agenda	NOM	0
agent	NOM	1
aggiornamento	NOM	4
agglomération	NOM	4
agglutiner	VER	4
aggravation	NOM	3
aggrave	NOM	4
aggraver	VER	3
agile	ADJ	1
agilité	NOM	1
agio	NOM	4
agir	VER	2
agitation	NOM	2
agiter	VER	1
agneau	NOM	2
agoniser	VER	4
agora	NOM	4
agoraphobie	NOM	3
agrandir	VER	2
agrandissement	NOM	4
agresser	VER	2
agresseur	NOM	2
agressif	ADJ	2
agression	NOM	2
agressivité	NOM	3
agricole	ADJ	2
agriculteur	NOM	1
agriculture	NOM	1
agripper	VER	3
agroalimentaire	ADJ	3
agronome	NOM	3
agronomie	NOM	3
agronomique	ADJ	3
agréable	ADJ	1
agréablement	ADV	3
agréer	VER	3
agrégat	NOM	4
agrégation	NOM	3
agréger	VER	4
agrément	NOM	2
agrémenter	VER	3
aguet	NOM	4
aguicheur	ADJ	4
aicher	VER	4
aidant	NOM	3
aide	NOM	0
aider	VER	1
aigle	NOM	2
aigre	ADJ	3
aigrelet	ADJ	3
aigrement	ADV	4
aigreur	NOM	3
aigu	ADJ	3
aiguille	NOM	3
aiguiller	VER	4
aiguiser	VER	3
aiguë	ADJ	3
ail	NOM	1
aile	NOM	2
ailer	VER	3
ailler	VER	4
ailleurs	ADV	2
ailleurs	NOM	3
aimable	ADJ	1
aimablement	ADV	3
aimant	NOM	2
aimer	VER	0
ainsi	ADV	2
air	NOM	0
airbus	NOM	1
aire	NOM	2
aisance	NOM	3
aise	NOM	3
aisé	ADJ	3
aisément	ADV	2
ajourner	VER	3
ajout	NOM	2
ajoute	NOM	2
ajouter	VER	1
alambic	NOM	3
alanguir	VER	4
alarmant	ADJ	2
alarme	NOM	1
alarmer	VER	3
alarmiste	ADJ	3
albigeois	ADJ	4
albinos	NOM	2
album	NOM	0
albâtre	NOM	4
alcool	NOM	1
alcoolique	ADJ	1
alcoolique	NOM	2
alcooliser	VER	3
alcoolisme	NOM	3
alcoolémie	NOM	4
alcootest	NOM	3
aldéhyde	NOM	4
alentour	NOM	3
alerte	NOM	1
alerte	ADJ	2
alerter	VER	1
alexandra	NOM	1
algérien	ADJ	1
alibi	NOM	1
alignement	NOM	3
aligner	VER	2
aliment	NOM	1
alimentaire	ADJ	3
alimentation	NOM	2
alimenter	VER	2
alinéa	NOM	2
aliénant	ADJ	3
aliénation	NOM	4
aliéner	VER	4
allaitement	NOM	3
allant	NOM	3
allemand	ADJ	1
allemand	NOM	1
aller	NOM	1
aller	VER	0
allergie	NOM	1
allergique	ADJ	2
alliance	NOM	2
allier	VER	3
allocataire	NOM	4
allocation	NOM	3
allogène	ADJ	4
allongement	NOM	3
allonger	VER	2
allongé	ADJ	2
allouer	VER	3
allumage	NOM	4
allume	NOM	3
allumer	VER	1
allumette	NOM	2
allure	NOM	2
allusif	ADJ	4
allusion	NOM	3
allègre	ADJ	4
allécher	VER	3
allée	NOM	1
alléger	VER	3
allégorie	NOM	3
allégresse	NOM	3
alors	ADV	1
alpage	NOM	3
alphabet	NOM	0
alphabétique	ADJ	2
alphabétisation	NOM	3
alpin	ADJ	2
alpiniste	NOM	3
alsacien	ADJ	2
alternance	NOM	3
alternatif	ADJ	2
alternative	NOM	3
alterner	VER	2
altesse	NOM	4
altier	ADJ	4
altitude	NOM	1
altération	NOM	3
altérer	VER	4
altérité	NOM	4
aléa	NOM	3
aléatoire	ADJ	4
amadouer	VER	4
amaigrir	VER	3
amande	NOM	1
amant	NOM	2
amateur	NOM	1
amateurisme	NOM	3
amazonien	ADJ	2
ambassade	NOM	2
ambassadeur	NOM	2
ambiance	NOM	1
ambiant	ADJ	2
ambigu	ADJ	2
ambiguïté	NOM	4
ambitieux	ADJ	3
ambitieux	NOM	3
ambition	NOM	1
ambivalence	NOM	3
ambivalent	ADJ	3
ambre	NOM	3
ambrer	VER	3
ambulance	NOM	1
ambulancier	ADJ	3
ambulancier	NOM	3
ambulant	ADJ	3
amende	NOM	3
amener	VER	2
amer	ADJ	3
amertume	NOM	3
ameublement	NOM	3
ami	ADJ	1
ami	NOM	0
amiable	ADJ	1
amical	ADJ	1
amicalement	ADV	3
amidon	NOM	3
amin	NOM	4
amincir	VER	3
amitié	NOM	1
amollir	VER	3
amont	NOM	2
amorcer	VER	3
amour	NOM	0
amoureux	NOM	3
amoureux	ADJ	1
amphi	NOM	1
ample	ADJ	1
ampleur	NOM	3
amplificateur	NOM	3
amplifier	VER	1
ampoule	NOM	2
amputer	VER	3
amusant	ADJ	1
amusement	NOM	1
amuser	VER	1
amuseur	NOM	2
amène	ADJ	3
amèrement	ADV	3
amélioration	NOM	3
améliorer	VER	1
aménagement	NOM	3
aménager	VER	3
aménageur	NOM	3
américain	NOM	0
américain	ADJ	1
américanisation	NOM	3
américaniser	VER	3
amérindien	ADJ	3
an	NOM	0
analgésie	NOM	4
analogique	ADJ	3
analphabète	ADJ	3
analyse	NOM	2
