abborre	NN_UTR	B1
abdikation	NN_UTR	B1
abdikera	VB	B2
aber	NN_NEU	A1
abonnemang	NN_NEU	A1
abrakadabra	NN_NEU	A1
abrupt	JJ	A2
absolut	JJ	A1
absolut	AB	A1
absorbera	VB	A1
abstraktionsnivå	NN_UTR	B2
absurd	JJ	A2
acceptabel	JJ	B1
acceptera	VB	B1
action	NN_UTR	A1
actionfilm	NN_UTR	B1
addition	NN_UTR	A1
adekvat	JJ	A1
adel	NN_UTR	A1
adelsfamilj	NN_UTR	A1
adelsman	NN_UTR	A1
adjektiv	NN_NEU	A1
adla	VB	B1
administration	NN_UTR	B1
administrativ	JJ	B1
administratör	NN_UTR	B1
adoptera	VB	A1
adoption	NN_UTR	B1
adoptionslag	NN_NEU	B1
adoptivförälder	NN_UTR	B1
adrenalin	NN_NEU	B1
adress	NN_UTR	A2
adressbok	NN_UTR	A1
adressera	VB	B1
advent	NN_NEU	B1
adventskalender	NN_UTR	A1
adventsljusstake	NN_UTR	B2
adverb	NN_NEU	B1
advokat	NN_UTR	A2
advokatbyrå	NN_UTR	B1
advokatson	NN_UTR	B1
aerobics	NN_UTR	A2
affisch	NN_UTR	A1
affär	NN_UTR	A1
affärsbrev	NN_NEU	A1
affärsfilosofi	NN_UTR	B1
affärsidé	NN_UTR	B1
affärskollega	NN_UTR	A2
affärskultur	NN_UTR	B2
affärskvinna	NN_UTR	A1
affärsliv	NN_NEU	A2
affärsman	NN_UTR	B1
affärsmöte	NN_NEU	B1
affärsmöte	NN_UTR	B1
affärsvän	NN_UTR	B1
afrikan	NN_UTR	A1
afrikansk	JJ	A1
afton	NN_UTR	A1
aftonbön	NN_UTR	A1
ag	NN_UTR	A1
aga	VB	A1
agent	NN_UTR	A1
agentkontor	NN_NEU	A1
agera	VB	A1
aggression	NN_UTR	A2
aggressiv	JJ	A1
aggressivitet	NN_UTR	A2
akademi	NN_UTR	A1
akademiker	NN_UTR	B2
akademisk	JJ	B1
akrobatisk	JJ	B1
aktie	NN_UTR	A1
aktiebolag	NN_NEU	B1
aktiefond	NN_UTR	A1
aktieförsäljning	NN_UTR	B2
aktieklipp	NN_NEU	B1
aktiespekulation	NN_UTR	A2
aktieägare	NN_UTR	B1
aktig	JJ	A1
aktiv	JJ	A1
aktivera	VB	A1
aktivitet	NN_UTR	A1
aktivitetsbidrag	NN_NEU	B1
aktualitet	NN_UTR	B1
aktuell	JJ	A1
akupunktör	NN_UTR	B2
akut	AB	-1
akvarell	NN_UTR	A1
akvariefisk	NN_UTR	A1
akvarium	NN_NEU	A1
al	NN_NEU	A1
al	NN_UTR	A1
alan	NN_UTR	A1
album	NN_NEU	A2
aldrig	AB	-1
alfabet	NN_NEU	A1
alfabetisk	JJ	A1
alg	NN_UTR	A1
alias	AB	B1
alkohol	NN_UTR	A1
alkoholfri	JJ	A1
alkoholhalt	NN_UTR	B1
alkoholism	NN_UTR	B1
alkoholist	NN_UTR	B1
alkoholkonsumtion	NN_UTR	B2
alkoholproblem	NN_NEU	B1
alkoholvana	NN_UTR	A1
alkolås	NN_NEU	A1
alldeles	AB	B1
allemansrätt	NN_UTR	A2
allen	JJ	B1
allena	JJ	A1
allergichock	NN_UTR	A2
allergisk	JJ	A1
allhelgonadag	NN_UTR	A1
allhelgonahelg	NN_UTR	A1
allians	NN_UTR	B1
allmän	JJ	A1
allmän	AB	-1
allmänhet	NN_UTR	B1
allmänmänsklig	JJ	A1
allomfattande	JJ	B2
allra	AB	A1
alls	AB	A2
allsköns	JJ	A1
allt	AB	B1
alltför	AB	A2
