abborre	NN_UTR	2
abdikation	NN_UTR	3
abdikera	VB	2
aber	NN_NEU	1
abonnemang	NN_NEU	2
abrakadabra	NN_NEU	2
abrupt	JJ	2
absolut	JJ	1
absolut	AB	1
absorbera	VB	2
abstraktionsnivå	NN_UTR	3
absurd	JJ	2
acceptabel	JJ	2
acceptera	VB	2
action	NN_UTR	1
actionfilm	NN_UTR	2
addition	NN_UTR	2
adekvat	JJ	1
adel	NN_UTR	1
adelsfamilj	NN_UTR	2
adelsman	NN_UTR	2
adjektiv	NN_NEU	1
adla	VB	2
administration	NN_UTR	2
administrativ	JJ	2
administratör	NN_UTR	2
adoptera	VB	2
adoption	NN_UTR	3
adoptionslag	NN_NEU	3
adoptivförälder	NN_UTR	2
adrenalin	NN_NEU	2
adress	NN_UTR	1
adressbok	NN_UTR	2
adressera	VB	2
advent	NN_NEU	1
adventskalender	NN_UTR	2
adventsljusstake	NN_UTR	3
adverb	NN_NEU	2
advokat	NN_UTR	2
advokatbyrå	NN_UTR	2
advokatson	NN_UTR	2
aerobics	NN_UTR	2
affisch	NN_UTR	2
affär	NN_UTR	1
affärsbrev	NN_NEU	1
affärsfilosofi	NN_UTR	3
affärsidé	NN_UTR	2
affärskollega	NN_UTR	2
affärskultur	NN_UTR	2
affärskvinna	NN_UTR	2
affärsliv	NN_NEU	2
affärsman	NN_UTR	2
affärsmöte	NN_NEU	1
affärsmöte	NN_UTR	1
affärsvän	NN_UTR	2
afrikan	NN_UTR	1
afrikansk	JJ	1
afton	NN_UTR	1
aftonbön	NN_UTR	2
ag	NN_UTR	1
aga	VB	1
agent	NN_UTR	2
agentkontor	NN_NEU	2
agera	VB	1
aggression	NN_UTR	3
aggressiv	JJ	2
aggressivitet	NN_UTR	2
akademi	NN_UTR	1
akademiker	NN_UTR	2
akademisk	JJ	2
akrobatisk	JJ	2
aktie	NN_UTR	2
aktiebolag	NN_NEU	2
aktiefond	NN_UTR	3
aktieförsäljning	NN_UTR	3
aktieklipp	NN_NEU	2
aktiespekulation	NN_UTR	3
aktieägare	NN_UTR	2
aktig	JJ	1
aktiv	JJ	1
aktivera	VB	2
aktivitet	NN_UTR	1
aktivitetsbidrag	NN_NEU	2
aktualitet	NN_UTR	2
aktuell	JJ	1
akupunktör	NN_UTR	2
akut	AB	1
akvarell	NN_UTR	1
akvariefisk	NN_UTR	3
akvarium	NN_NEU	2
al	NN_NEU	0
al	NN_UTR	1
alan	NN_UTR	1
album	NN_NEU	1
aldrig	AB	2
alfabet	NN_NEU	1
